Customer_ID,Name,Gender,Age,City,State,Join_Date,Churn_Status,Churn_Date
CUST00038,Customer_38,Male,58,Jaipur,Rajasthan,2020-02-07,No,
CUST00039,Customer_39,Male,30,Pune,Maharashtra,2020-02-08,No,
CUST00040,Customer_40,Male,40,Jaipur,Rajasthan,2020-02-09,No,
CUST00041,Customer_41,Male,29,Kolkata,West Bengal,2020-02-10,Yes,2020-10-09
CUST00042,Customer_42,Male,44,Hyderabad,Telangana,2020-02-11,No,
CUST00043,Customer_43,Female,39,Jaipur,Rajasthan,2020-02-12,No,
CUST00044,Customer_44,Female,49,Chennai,Tamil Nadu,2020-02-13,No,
CUST00045,Customer_45,Female,44,Delhi,Delhi,2020-02-14,No,
CUST00046,Customer_46,Female,19,Hyderabad,Telangana,2020-02-15,No,
CUST00047,Customer_47,Female,62,Bangalore,Karnataka,2020-02-16,Yes,2022-06-19
CUST00048,Customer_48,Male,50,Mumbai,Maharashtra,2020-02-17,Yes,2020-09-08
CUST00049,Customer_49,Female,43,Pune,Maharashtra,2020-02-18,No,
CUST00050,Customer_50,Female,45,Kolkata,West Bengal,2020-02-19,No,
CUST00051,Customer_51,Male,36,Mumbai,Maharashtra,2020-02-20,No,
CUST00052,Customer_52,Female,60,Kolkata,West Bengal,2020-02-21,No,
CUST00053,Customer_53,Male,22,Jaipur,Rajasthan,2020-02-22,Yes,2022-04-24
CUST00054,Customer_54,Female,50,Hyderabad,Telangana,2020-02-23,No,
CUST00055,Customer_55,Male,37,Bangalore,Karnataka,2020-02-24,No,
CUST00056,Customer_56,Female,47,Jaipur,Rajasthan,2020-02-25,No,
CUST00057,Customer_57,Female,62,Bangalore,Karnataka,2020-02-26,No,
CUST00058,Customer_58,Male,25,Jaipur,Rajasthan,2020-02-27,No,
CUST00059,Customer_59,Male,55,Bangalore,Karnataka,2020-02-28,No,
CUST00060,Customer_60,Male,34,Bangalore,Karnataka,2020-02-29,No,
CUST00061,Customer_61,Male,61,Delhi,Delhi,2020-03-01,No,
CUST00062,Customer_62,Male,18,Jaipur,Rajasthan,2020-03-02,No,
CUST00063,Customer_63,Male,20,Delhi,Delhi,2020-03-03,No,
CUST00064,Customer_64,Male,63,Kolkata,West Bengal,2020-03-04,No,
CUST00065,Customer_65,Male,43,Delhi,Delhi,2020-03-05,No,
CUST00066,Customer_66,Female,48,Kolkata,West Bengal,2020-03-06,No,
CUST00067,Customer_67,Female,25,Pune,Maharashtra,2020-03-07,No,
CUST00068,Customer_68,Male,60,Delhi,Delhi,2020-03-08,No,
CUST00069,Customer_69,Female,63,Delhi,Delhi,2020-03-09,Yes,2022-07-15
CUST00070,Customer_70,Female,25,Delhi,Delhi,2020-03-10,Yes,2021-12-28
CUST00071,Customer_71,Female,52,Pune,Maharashtra,2020-03-11,No,
CUST00072,Customer_72,Female,56,Chennai,Tamil Nadu,2020-03-12,Yes,2020-09-17
CUST00073,Customer_73,Male,45,Pune,Maharashtra,2020-03-13,No,
CUST00074,Customer_74,Female,21,Bangalore,Karnataka,2020-03-14,No,
CUST00075,Customer_75,Male,33,Pune,Maharashtra,2020-03-15,No,
CUST00076,Customer_76,Female,30,Chennai,Tamil Nadu,2020-03-16,No,
CUST00077,Customer_77,Female,37,Delhi,Delhi,2020-03-17,No,
CUST00078,Customer_78,Female,22,Delhi,Delhi,2020-03-18,No,
CUST00079,Customer_79,Male,54,Chennai,Tamil Nadu,2020-03-19,No,
CUST00080,Customer_80,Female,37,Jaipur,Rajasthan,2020-03-20,No,
CUST00081,Customer_81,Male,41,Hyderabad,Telangana,2020-03-21,Yes,2022-02-23
CUST00082,Customer_82,Female,53,Kolkata,West Bengal,2020-03-22,No,
CUST00083,Customer_83,Male,51,Bangalore,Karnataka,2020-03-23,No,
CUST00084,Customer_84,Female,62,Pune,Maharashtra,2020-03-24,No,
CUST00085,Customer_85,Male,51,Kolkata,West Bengal,2020-03-25,No,
CUST00086,Customer_86,Male,36,Jaipur,Rajasthan,2020-03-26,No,
CUST00087,Customer_87,Female,34,Hyderabad,Telangana,2020-03-27,No,
CUST00088,Customer_88,Male,22,Bangalore,Karnataka,2020-03-28,No,
CUST00089,Customer_89,Female,42,Mumbai,Maharashtra,2020-03-29,No,
CUST00090,Customer_90,Female,35,Bangalore,Karnataka,2020-03-30,No,
CUST00091,Customer_91,Female,25,Pune,Maharashtra,2020-03-31,No,
CUST00092,Customer_92,Female,44,Kolkata,West Bengal,2020-04-01,Yes,2021-09-15
CUST00093,Customer_93,Female,32,Bangalore,Karnataka,2020-04-02,Yes,2020-08-12
CUST00094,Customer_94,Female,62,Mumbai,Maharashtra,2020-04-03,No,
CUST00095,Customer_95,Female,30,Mumbai,Maharashtra,2020-04-04,No,
CUST00096,Customer_96,Female,33,Delhi,Delhi,2020-04-05,No,
CUST00097,Customer_97,Female,39,Pune,Maharashtra,2020-04-06,No,
CUST00098,Customer_98,Female,37,Mumbai,Maharashtra,2020-04-07,No,
CUST00099,Customer_99,Female,30,Chennai,Tamil Nadu,2020-04-08,No,
CUST00100,Customer_100,Male,37,Kolkata,West Bengal,2020-04-09,No,
CUST00101,Customer_101,Male,19,Chennai,Tamil Nadu,2020-04-10,No,
CUST00102,Customer_102,Female,52,Hyderabad,Telangana,2020-04-11,No,
CUST00103,Customer_103,Female,64,Chennai,Tamil Nadu,2020-04-12,Yes,2020-08-20
CUST00104,Customer_104,Female,36,Kolkata,West Bengal,2020-04-13,No,
CUST00105,Customer_105,Female,62,Jaipur,Rajasthan,2020-04-14,No,
CUST00106,Customer_106,Female,54,Hyderabad,Telangana,2020-04-15,No,
CUST00107,Customer_107,Female,23,Chennai,Tamil Nadu,2020-04-16,No,
CUST00108,Customer_108,Female,31,Jaipur,Rajasthan,2020-04-17,No,
CUST00109,Customer_109,Female,21,Chennai,Tamil Nadu,2020-04-18,No,
CUST00110,Customer_110,Male,39,Pune,Maharashtra,2020-04-19,No,
CUST00111,Customer_111,Female,56,Hyderabad,Telangana,2020-04-20,Yes,2020-11-01
CUST00112,Customer_112,Male,53,Chennai,Tamil Nadu,2020-04-21,No,
CUST00113,Customer_113,Female,51,Mumbai,Maharashtra,2020-04-22,No,
CUST00114,Customer_114,Female,44,Jaipur,Rajasthan,2020-04-23,No,
CUST00115,Customer_115,Male,24,Kolkata,West Bengal,2020-04-24,No,
CUST00116,Customer_116,Female,20,Kolkata,West Bengal,2020-04-25,No,
CUST00117,Customer_117,Male,64,Kolkata,West Bengal,2020-04-26,No,
CUST00118,Customer_118,Female,50,Chennai,Tamil Nadu,2020-04-27,No,
CUST00119,Customer_119,Female,19,Mumbai,Maharashtra,2020-04-28,No,
CUST00120,Customer_120,Male,59,Kolkata,West Bengal,2020-04-29,No,
CUST00121,Customer_121,Female,33,Bangalore,Karnataka,2020-04-30,No,
CUST00122,Customer_122,Male,42,Kolkata,West Bengal,2020-05-01,No,
CUST00123,Customer_123,Female,32,Delhi,Delhi,2020-05-02,No,
CUST00124,Customer_124,Male,41,Bangalore,Karnataka,2020-05-03,No,
CUST00125,Customer_125,Male,32,Kolkata,West Bengal,2020-05-04,No,
CUST00126,Customer_126,Female,48,Chennai,Tamil Nadu,2020-05-05,No,
CUST00127,Customer_127,Female,31,Jaipur,Rajasthan,2020-05-06,Yes,2021-03-25
CUST00128,Customer_128,Male,31,Kolkata,West Bengal,2020-05-07,No,
CUST00129,Customer_129,Female,23,Mumbai,Maharashtra,2020-05-08,No,
CUST00130,Customer_130,Female,31,Mumbai,Maharashtra,2020-05-09,Yes,2021-04-12
CUST00131,Customer_131,Female,34,Kolkata,West Bengal,2020-05-10,No,
CUST00132,Customer_132,Male,35,Pune,Maharashtra,2020-05-11,No,
CUST00133,Customer_133,Male,37,Chennai,Tamil Nadu,2020-05-12,Yes,2022-01-19
CUST00134,Customer_134,Male,34,Chennai,Tamil Nadu,2020-05-13,No,
CUST00135,Customer_135,Male,33,Chennai,Tamil Nadu,2020-05-14,No,
CUST00136,Customer_136,Male,57,Kolkata,West Bengal,2020-05-15,Yes,2022-05-01
CUST00137,Customer_137,Male,56,Jaipur,Rajasthan,2020-05-16,No,
CUST00138,Customer_138,Male,49,Kolkata,West Bengal,2020-05-17,No,
CUST00139,Customer_139,Male,61,Delhi,Delhi,2020-05-18,No,
CUST00140,Customer_140,Male,26,Mumbai,Maharashtra,2020-05-19,No,
CUST00141,Customer_141,Female,44,Pune,Maharashtra,2020-05-20,No,
CUST00142,Customer_142,Male,63,Bangalore,Karnataka,2020-05-21,No,
CUST00143,Customer_143,Female,50,Bangalore,Karnataka,2020-05-22,Yes,2020-09-26
CUST00144,Customer_144,Female,27,Jaipur,Rajasthan,2020-05-23,No,
CUST00145,Customer_145,Female,34,Mumbai,Maharashtra,2020-05-24,No,
CUST00146,Customer_146,Male,53,Hyderabad,Telangana,2020-05-25,No,
CUST00147,Customer_147,Male,34,Delhi,Delhi,2020-05-26,No,
CUST00148,Customer_148,Male,35,Mumbai,Maharashtra,2020-05-27,Yes,2022-04-01
CUST00149,Customer_149,Male,40,Delhi,Delhi,2020-05-28,Yes,2021-03-27
CUST00150,Customer_150,Female,51,Hyderabad,Telangana,2020-05-29,No,
CUST00151,Customer_151,Male,25,Delhi,Delhi,2020-05-30,No,
CUST00152,Customer_152,Male,30,Chennai,Tamil Nadu,2020-05-31,No,
CUST00153,Customer_153,Male,40,Mumbai,Maharashtra,2020-06-01,No,
CUST00154,Customer_154,Male,37,Bangalore,Karnataka,2020-06-02,No,
CUST00155,Customer_155,Male,39,Kolkata,West Bengal,2020-06-03,No,
CUST00156,Customer_156,Female,64,Hyderabad,Telangana,2020-06-04,No,
CUST00157,Customer_157,Male,40,Hyderabad,Telangana,2020-06-05,No,
CUST00158,Customer_158,Female,58,Kolkata,West Bengal,2020-06-06,Yes,2022-09-17
CUST00159,Customer_159,Male,52,Mumbai,Maharashtra,2020-06-07,No,
CUST00160,Customer_160,Female,20,Pune,Maharashtra,2020-06-08,No,
CUST00161,Customer_161,Male,51,Kolkata,West Bengal,2020-06-09,No,
CUST00162,Customer_162,Male,50,Delhi,Delhi,2020-06-10,Yes,2022-07-15
CUST00163,Customer_163,Female,63,Kolkata,West Bengal,2020-06-11,No,
CUST00164,Customer_164,Female,34,Delhi,Delhi,2020-06-12,No,
CUST00165,Customer_165,Female,62,Delhi,Delhi,2020-06-13,No,
CUST00166,Customer_166,Male,36,Bangalore,Karnataka,2020-06-14,No,
CUST00167,Customer_167,Female,47,Kolkata,West Bengal,2020-06-15,No,
CUST00168,Customer_168,Male,40,Pune,Maharashtra,2020-06-16,Yes,2022-09-12
CUST00169,Customer_169,Male,32,Bangalore,Karnataka,2020-06-17,No,
CUST00170,Customer_170,Female,31,Pune,Maharashtra,2020-06-18,No,
CUST00171,Customer_171,Female,19,Kolkata,West Bengal,2020-06-19,Yes,2022-04-08
CUST00172,Customer_172,Male,56,Pune,Maharashtra,2020-06-20,No,
CUST00173,Customer_173,Male,35,Delhi,Delhi,2020-06-21,No,
CUST00174,Customer_174,Female,23,Pune,Maharashtra,2020-06-22,No,
CUST00175,Customer_175,Female,49,Kolkata,West Bengal,2020-06-23,No,
CUST00176,Customer_176,Female,38,Hyderabad,Telangana,2020-06-24,No,
CUST00177,Customer_177,Male,57,Hyderabad,Telangana,2020-06-25,Yes,2021-12-06
CUST00178,Customer_178,Male,45,Bangalore,Karnataka,2020-06-26,No,
CUST00179,Customer_179,Male,44,Jaipur,Rajasthan,2020-06-27,No,
CUST00180,Customer_180,Male,19,Chennai,Tamil Nadu,2020-06-28,No,
CUST00181,Customer_181,Male,50,Hyderabad,Telangana,2020-06-29,No,
CUST00182,Customer_182,Male,33,Pune,Maharashtra,2020-06-30,No,
CUST00183,Customer_183,Female,56,Bangalore,Karnataka,2020-07-01,No,
CUST00184,Customer_184,Male,39,Pune,Maharashtra,2020-07-02,Yes,2021-05-23
CUST00185,Customer_185,Male,60,Chennai,Tamil Nadu,2020-07-03,No,
CUST00186,Customer_186,Male,64,Mumbai,Maharashtra,2020-07-04,No,
CUST00187,Customer_187,Female,30,Bangalore,Karnataka,2020-07-05,Yes,2022-01-15
CUST00188,Customer_188,Male,19,Hyderabad,Telangana,2020-07-06,No,
CUST00189,Customer_189,Male,31,Hyderabad,Telangana,2020-07-07,No,
CUST00190,Customer_190,Female,55,Kolkata,West Bengal,2020-07-08,Yes,2022-06-11
CUST00191,Customer_191,Male,58,Chennai,Tamil Nadu,2020-07-09,No,
CUST00192,Customer_192,Male,45,Hyderabad,Telangana,2020-07-10,No,
CUST00193,Customer_193,Male,24,Kolkata,West Bengal,2020-07-11,No,
CUST00194,Customer_194,Male,35,Chennai,Tamil Nadu,2020-07-12,No,
CUST00195,Customer_195,Male,58,Bangalore,Karnataka,2020-07-13,No,
CUST00196,Customer_196,Female,53,Bangalore,Karnataka,2020-07-14,Yes,2021-08-02
CUST00197,Customer_197,Female,58,Kolkata,West Bengal,2020-07-15,Yes,2023-01-29
CUST00198,Customer_198,Female,53,Bangalore,Karnataka,2020-07-16,No,
CUST00199,Customer_199,Male,61,Kolkata,West Bengal,2020-07-17,No,
CUST00200,Customer_200,Male,21,Delhi,Delhi,2020-07-18,No,
CUST00201,Customer_201,Male,47,Pune,Maharashtra,2020-07-19,No,
CUST00202,Customer_202,Female,41,Chennai,Tamil Nadu,2020-07-20,No,
CUST00203,Customer_203,Male,37,Kolkata,West Bengal,2020-07-21,Yes,2023-04-07
CUST00204,Customer_204,Male,63,Chennai,Tamil Nadu,2020-07-22,No,
CUST00205,Customer_205,Female,48,Jaipur,Rajasthan,2020-07-23,No,
CUST00206,Customer_206,Male,41,Delhi,Delhi,2020-07-24,Yes,2020-11-07
CUST00207,Customer_207,Female,24,Chennai,Tamil Nadu,2020-07-25,Yes,2022-12-19
CUST00208,Customer_208,Female,43,Kolkata,West Bengal,2020-07-26,No,
CUST00209,Customer_209,Female,30,Pune,Maharashtra,2020-07-27,No,
CUST00210,Customer_210,Male,25,Pune,Maharashtra,2020-07-28,No,
CUST00211,Customer_211,Male,22,Bangalore,Karnataka,2020-07-29,No,
CUST00212,Customer_212,Male,61,Pune,Maharashtra,2020-07-30,No,
CUST00213,Customer_213,Male,30,Pune,Maharashtra,2020-07-31,No,
CUST00214,Customer_214,Male,46,Jaipur,Rajasthan,2020-08-01,No,
CUST00215,Customer_215,Male,37,Chennai,Tamil Nadu,2020-08-02,No,
CUST00216,Customer_216,Male,31,Chennai,Tamil Nadu,2020-08-03,No,
CUST00217,Customer_217,Female,49,Hyderabad,Telangana,2020-08-04,No,
CUST00218,Customer_218,Male,44,Hyderabad,Telangana,2020-08-05,No,
CUST00219,Customer_219,Female,42,Delhi,Delhi,2020-08-06,No,
CUST00220,Customer_220,Male,21,Mumbai,Maharashtra,2020-08-07,Yes,2023-02-18
CUST00221,Customer_221,Male,38,Pune,Maharashtra,2020-08-08,No,
CUST00222,Customer_222,Male,35,Bangalore,Karnataka,2020-08-09,No,
CUST00223,Customer_223,Female,56,Pune,Maharashtra,2020-08-10,Yes,2021-04-30
CUST00224,Customer_224,Female,32,Kolkata,West Bengal,2020-08-11,No,
CUST00225,Customer_225,Female,55,Delhi,Delhi,2020-08-12,No,
CUST00226,Customer_226,Female,41,Kolkata,West Bengal,2020-08-13,No,
CUST00227,Customer_227,Male,25,Kolkata,West Bengal,2020-08-14,No,
CUST00228,Customer_228,Female,45,Chennai,Tamil Nadu,2020-08-15,No,
CUST00229,Customer_229,Male,38,Delhi,Delhi,2020-08-16,Yes,2022-11-08
CUST00230,Customer_230,Male,33,Delhi,Delhi,2020-08-17,Yes,2022-01-31
CUST00231,Customer_231,Female,33,Hyderabad,Telangana,2020-08-18,No,
CUST00232,Customer_232,Female,52,Jaipur,Rajasthan,2020-08-19,No,
CUST00233,Customer_233,Female,34,Bangalore,Karnataka,2020-08-20,Yes,2021-11-11
CUST00234,Customer_234,Female,26,Mumbai,Maharashtra,2020-08-21,No,
CUST00235,Customer_235,Female,52,Kolkata,West Bengal,2020-08-22,No,
CUST00236,Customer_236,Female,46,Pune,Maharashtra,2020-08-23,Yes,2021-09-11
CUST00237,Customer_237,Female,56,Bangalore,Karnataka,2020-08-24,No,
CUST00238,Customer_238,Female,35,Pune,Maharashtra,2020-08-25,Yes,2021-05-11
CUST00239,Customer_239,Male,29,Hyderabad,Telangana,2020-08-26,Yes,2021-07-12
CUST00240,Customer_240,Female,36,Jaipur,Rajasthan,2020-08-27,No,
CUST00241,Customer_241,Female,39,Jaipur,Rajasthan,2020-08-28,No,
CUST00242,Customer_242,Male,32,Bangalore,Karnataka,2020-08-29,No,
CUST00243,Customer_243,Female,18,Kolkata,West Bengal,2020-08-30,No,
CUST00244,Customer_244,Male,19,Chennai,Tamil Nadu,2020-08-31,No,
CUST00245,Customer_245,Male,25,Chennai,Tamil Nadu,2020-09-01,No,
CUST00246,Customer_246,Female,39,Kolkata,West Bengal,2020-09-02,No,
CUST00247,Customer_247,Male,42,Hyderabad,Telangana,2020-09-03,No,
CUST00248,Customer_248,Male,19,Hyderabad,Telangana,2020-09-04,Yes,2023-02-02
CUST00249,Customer_249,Male,26,Delhi,Delhi,2020-09-05,No,
CUST00250,Customer_250,Male,26,Mumbai,Maharashtra,2020-09-06,No,
CUST00251,Customer_251,Female,30,Pune,Maharashtra,2020-09-07,No,
CUST00252,Customer_252,Male,23,Chennai,Tamil Nadu,2020-09-08,No,
CUST00253,Customer_253,Female,47,Mumbai,Maharashtra,2020-09-09,No,
CUST00254,Customer_254,Male,32,Bangalore,Karnataka,2020-09-10,No,
CUST00255,Customer_255,Male,32,Pune,Maharashtra,2020-09-11,No,
CUST00256,Customer_256,Male,24,Pune,Maharashtra,2020-09-12,No,
CUST00257,Customer_257,Male,28,Pune,Maharashtra,2020-09-13,No,
CUST00258,Customer_258,Female,57,Bangalore,Karnataka,2020-09-14,No,
CUST00259,Customer_259,Female,55,Kolkata,West Bengal,2020-09-15,No,
CUST00260,Customer_260,Male,57,Jaipur,Rajasthan,2020-09-16,No,
CUST00261,Customer_261,Male,19,Jaipur,Rajasthan,2020-09-17,No,
CUST00262,Customer_262,Female,56,Kolkata,West Bengal,2020-09-18,No,
CUST00263,Customer_263,Male,27,Kolkata,West Bengal,2020-09-19,No,
CUST00264,Customer_264,Male,61,Pune,Maharashtra,2020-09-20,No,
CUST00265,Customer_265,Male,34,Hyderabad,Telangana,2020-09-21,Yes,2021-12-09
CUST00266,Customer_266,Female,24,Chennai,Tamil Nadu,2020-09-22,No,
CUST00267,Customer_267,Female,57,Mumbai,Maharashtra,2020-09-23,Yes,2021-04-15
CUST00268,Customer_268,Female,56,Jaipur,Rajasthan,2020-09-24,No,
CUST00269,Customer_269,Male,21,Bangalore,Karnataka,2020-09-25,No,
CUST00270,Customer_270,Male,52,Mumbai,Maharashtra,2020-09-26,No,
CUST00271,Customer_271,Female,64,Jaipur,Rajasthan,2020-09-27,No,
CUST00272,Customer_272,Female,53,Chennai,Tamil Nadu,2020-09-28,No,
CUST00273,Customer_273,Female,48,Pune,Maharashtra,2020-09-29,No,
CUST00274,Customer_274,Female,42,Mumbai,Maharashtra,2020-09-30,No,
CUST00275,Customer_275,Male,58,Pune,Maharashtra,2020-10-01,No,
CUST00276,Customer_276,Female,30,Mumbai,Maharashtra,2020-10-02,No,
CUST00277,Customer_277,Male,35,Hyderabad,Telangana,2020-10-03,No,
CUST00278,Customer_278,Female,38,Jaipur,Rajasthan,2020-10-04,No,
CUST00279,Customer_279,Male,18,Kolkata,West Bengal,2020-10-05,No,
CUST00280,Customer_280,Female,53,Hyderabad,Telangana,2020-10-06,No,
CUST00281,Customer_281,Female,25,Hyderabad,Telangana,2020-10-07,No,
CUST00282,Customer_282,Female,38,Pune,Maharashtra,2020-10-08,No,
CUST00283,Customer_283,Female,60,Mumbai,Maharashtra,2020-10-09,No,
CUST00284,Customer_284,Male,38,Mumbai,Maharashtra,2020-10-10,No,
CUST00285,Customer_285,Female,44,Hyderabad,Telangana,2020-10-11,No,
CUST00286,Customer_286,Male,36,Mumbai,Maharashtra,2020-10-12,No,
CUST00287,Customer_287,Male,40,Hyderabad,Telangana,2020-10-13,No,
CUST00288,Customer_288,Male,60,Delhi,Delhi,2020-10-14,No,
CUST00289,Customer_289,Male,52,Jaipur,Rajasthan,2020-10-15,No,
CUST00290,Customer_290,Female,57,Hyderabad,Telangana,2020-10-16,Yes,2021-04-28
CUST00291,Customer_291,Male,59,Bangalore,Karnataka,2020-10-17,Yes,2022-02-18
CUST00292,Customer_292,Male,22,Bangalore,Karnataka,2020-10-18,No,
CUST00293,Customer_293,Male,58,Mumbai,Maharashtra,2020-10-19,No,
CUST00294,Customer_294,Female,25,Hyderabad,Telangana,2020-10-20,No,
CUST00295,Customer_295,Female,28,Hyderabad,Telangana,2020-10-21,No,
CUST00296,Customer_296,Female,33,Kolkata,West Bengal,2020-10-22,No,
CUST00297,Customer_297,Female,56,Jaipur,Rajasthan,2020-10-23,No,
CUST00298,Customer_298,Male,64,Pune,Maharashtra,2020-10-24,No,
CUST00299,Customer_299,Male,41,Kolkata,West Bengal,2020-10-25,No,
CUST00300,Customer_300,Female,38,Kolkata,West Bengal,2020-10-26,No,
CUST00301,Customer_301,Male,40,Hyderabad,Telangana,2020-10-27,No,
CUST00302,Customer_302,Male,55,Jaipur,Rajasthan,2020-10-28,No,
CUST00303,Customer_303,Male,64,Hyderabad,Telangana,2020-10-29,No,
CUST00304,Customer_304,Female,25,Bangalore,Karnataka,2020-10-30,No,
CUST00305,Customer_305,Female,24,Chennai,Tamil Nadu,2020-10-31,No,
CUST00306,Customer_306,Male,19,Mumbai,Maharashtra,2020-11-01,No,
CUST00307,Customer_307,Female,47,Bangalore,Karnataka,2020-11-02,No,
CUST00308,Customer_308,Female,30,Kolkata,West Bengal,2020-11-03,No,
CUST00309,Customer_309,Female,40,Bangalore,Karnataka,2020-11-04,No,
CUST00310,Customer_310,Female,46,Bangalore,Karnataka,2020-11-05,No,
CUST00311,Customer_311,Female,55,Bangalore,Karnataka,2020-11-06,No,
CUST00312,Customer_312,Male,54,Jaipur,Rajasthan,2020-11-07,Yes,2021-05-25
CUST00313,Customer_313,Female,37,Kolkata,West Bengal,2020-11-08,No,
CUST00314,Customer_314,Male,50,Chennai,Tamil Nadu,2020-11-09,Yes,2022-02-19
CUST00315,Customer_315,Male,46,Delhi,Delhi,2020-11-10,No,
CUST00316,Customer_316,Female,32,Mumbai,Maharashtra,2020-11-11,No,
CUST00317,Customer_317,Male,40,Mumbai,Maharashtra,2020-11-12,Yes,2023-07-07
CUST00318,Customer_318,Male,59,Pune,Maharashtra,2020-11-13,Yes,2022-02-08
CUST00319,Customer_319,Male,20,Bangalore,Karnataka,2020-11-14,No,
CUST00320,Customer_320,Female,54,Chennai,Tamil Nadu,2020-11-15,No,
CUST00321,Customer_321,Female,46,Kolkata,West Bengal,2020-11-16,Yes,2022-11-04
CUST00322,Customer_322,Male,62,Delhi,Delhi,2020-11-17,No,
CUST00323,Customer_323,Female,25,Delhi,Delhi,2020-11-18,No,
CUST00324,Customer_324,Female,39,Bangalore,Karnataka,2020-11-19,No,
CUST00325,Customer_325,Female,46,Bangalore,Karnataka,2020-11-20,No,
CUST00326,Customer_326,Female,19,Kolkata,West Bengal,2020-11-21,No,
CUST00327,Customer_327,Male,58,Pune,Maharashtra,2020-11-22,No,
CUST00328,Customer_328,Male,62,Kolkata,West Bengal,2020-11-23,Yes,2021-11-28
CUST00329,Customer_329,Female,18,Jaipur,Rajasthan,2020-11-24,No,
CUST00330,Customer_330,Female,61,Hyderabad,Telangana,2020-11-25,No,
CUST00331,Customer_331,Male,37,Kolkata,West Bengal,2020-11-26,Yes,2023-06-10
CUST00332,Customer_332,Male,38,Bangalore,Karnataka,2020-11-27,Yes,2021-04-20
CUST00333,Customer_333,Female,54,Chennai,Tamil Nadu,2020-11-28,No,
CUST00334,Customer_334,Male,25,Bangalore,Karnataka,2020-11-29,No,
CUST00335,Customer_335,Female,44,Pune,Maharashtra,2020-11-30,Yes,2023-03-27
CUST00336,Customer_336,Female,64,Bangalore,Karnataka,2020-12-01,No,
CUST00337,Customer_337,Male,52,Delhi,Delhi,2020-12-02,No,
CUST00338,Customer_338,Male,23,Jaipur,Rajasthan,2020-12-03,No,
CUST00339,Customer_339,Female,62,Kolkata,West Bengal,2020-12-04,Yes,2022-06-27
CUST00340,Customer_340,Female,61,Mumbai,Maharashtra,2020-12-05,Yes,2022-09-15
CUST00341,Customer_341,Male,36,Kolkata,West Bengal,2020-12-06,No,
CUST00342,Customer_342,Female,35,Hyderabad,Telangana,2020-12-07,Yes,2021-07-22
